ATM_ID,Date,Year,Month,Month_Name,Day,Week_Number,Quarter,Day_of_Week,Day_of_Week_Encoded,Is_Weekend,Time_of_Day,Time_of_Day_Encoded,Total_Withdrawals,Total_Deposits,Withdrawal_Deposit_Ratio,Location_Type,Location_Type_Encoded,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Cash_Utilization_Rate,Weather_Condition,Weather_Condition_Encoded,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
ATM_0047,2023-05-13,2023,5,May,13,19,2,Saturday,6,1,Morning,1,56060,11287,4.966335931963147,Supermarket,2,0,0,98511,0.5690677277895079,Rainy,2,5,59365
ATM_0031,2023-07-17,2023,7,July,17,29,3,Monday,1,0,Afternoon,2,21218,9867,2.150182407782732,Standalone,1,0,0,101204,0.20965367323748826,Cloudy,3,1,11103
ATM_0035,2023-12-08,2023,12,December,8,49,4,Friday,5,0,Afternoon,2,86948,9038,9.6192056643434,Standalone,1,0,0,106030,0.8200243325065311,Snowy,4,3,67866
ATM_0034,2023-04-08,2023,4,April,8,14,2,Saturday,6,1,Morning,1,67142,13759,4.879505813953489,Bank Branch,4,0,0,115820,0.5797048894414657,Snowy,4,0,52361
ATM_0038,2023-07-22,2023,7,July,22,29,3,Saturday,6,1,Afternoon,2,36359,12934,2.8109006571318127,Supermarket,2,0,0,143809,0.2528266462693832,Clear,1,5,18531
ATM_0041,2022-03-02,2022,3,March,2,9,1,Wednesday,3,0,Afternoon,2,35141,7168,4.901799414144232,Mall,3,0,1,101993,0.34453987489460164,Snowy,4,0,40993
ATM_0033,2022-09-01,2022,9,September,1,35,3,Thursday,4,0,Evening,3,42447,2246,18.890520694259013,Gas Station,5,0,0,101371,0.41872509174130923,Rainy,2,5,43593
ATM_0037,2023-08-14,2023,8,August,14,33,3,Monday,1,0,Night,4,36208,17749,2.039887323943662,Bank Branch,4,0,0,84334,0.4293353886286832,Cloudy,3,1,25698
ATM_0007,2022-04-10,2022,4,April,10,14,2,Sunday,7,1,Night,4,45169,14067,3.210762013079329,Standalone,1,0,0,75382,0.599193452104586,Cloudy,3,5,39961
ATM_0004,2023-11-21,2023,11,November,21,47,4,Tuesday,2,0,Morning,1,25887,10923,2.36973636030758,Mall,3,0,0,105197,0.24607882279130783,Snowy,4,0,16851
ATM_0016,2022-07-16,2022,7,July,16,28,3,Saturday,6,1,Afternoon,2,61727,12609,4.895083267248216,Supermarket,2,0,0,105939,0.5826599962242779,Cloudy,3,1,60063
ATM_0018,2023-04-19,2023,4,April,19,16,2,Wednesday,3,0,Afternoon,2,39799,11161,3.56557964522487,Mall,3,0,0,105861,0.3759517107177269,Clear,1,0,25441
ATM_0042,2023-07-08,2023,7,July,8,27,3,Saturday,6,1,Morning,1,39284,19328,2.032386569403487,Mall,3,0,1,109476,0.3588333622587393,Rainy,2,1,36840
ATM_0027,2023-05-13,2023,5,May,13,19,2,Saturday,6,1,Night,4,35379,13935,2.5386768082663607,Bank Branch,4,0,0,123171,0.28723248790309486,Clear,1,1,24612
ATM_0025,2022-01-03,2022,1,January,3,1,1,Monday,1,0,Night,4,37689,14110,2.670895046417688,Standalone,1,0,1,137935,0.2732354135251131,Cloudy,3,2,28914
ATM_0028,2023-12-15,2023,12,December,15,50,4,Friday,5,0,Night,4,36657,5920,6.1910150312447225,Bank Branch,4,0,0,98457,0.37231103617786265,Rainy,2,0,37577
ATM_0038,2023-07-10,2023,7,July,10,28,3,Monday,1,0,Morning,1,55117,10065,5.47556129545003,Standalone,1,0,0,129070,0.4270285346824616,Cloudy,3,4,49301
ATM_0034,2022-06-11,2022,6,June,11,23,2,Saturday,6,1,Morning,1,59385,5714,10.391076115485564,Supermarket,2,0,0,78582,0.7556977972334984,Rainy,2,0,64265
ATM_0039,2022-03-11,2022,3,March,11,10,1,Friday,5,0,Afternoon,2,57237,8882,6.443431273218507,Gas Station,5,0,0,114280,0.5008444098319056,Rainy,2,4,37579
ATM_0039,2022-02-10,2022,2,February,10,6,1,Thursday,4,0,Morning,1,57098,9635,5.925487754254878,Gas Station,5,0,0,83064,0.6873893938481912,Snowy,4,2,58773
ATM_0014,2023-11-17,2023,11,November,17,46,4,Friday,5,0,Evening,3,27277,11070,2.463824406106043,Bank Branch,4,0,0,75085,0.3632767759635618,Rainy,2,5,22648
ATM_0042,2022-11-04,2022,11,November,4,44,4,Friday,5,0,Night,4,36742,10768,3.4118302535054323,Standalone,1,0,1,101164,0.3631888498986804,Clear,1,0,39915
ATM_0030,2023-09-29,2023,9,September,29,39,3,Friday,5,0,Morning,1,32855,15415,2.1312272963155166,Mall,3,0,0,121076,0.27135624437341527,Snowy,4,1,21038
ATM_0023,2022-03-12,2022,3,March,12,10,1,Saturday,6,1,Afternoon,2,57725,12568,4.592648579839287,Standalone,1,0,0,110300,0.5233406768750963,Cloudy,3,4,54244
ATM_0046,2022-11-06,2022,11,November,6,44,4,Sunday,7,1,Morning,1,107790,14770,7.297407081443369,Supermarket,2,0,0,113027,0.9536575007962629,Clear,1,1,114724
ATM_0017,2022-04-29,2022,4,April,29,17,2,Friday,5,0,Morning,1,38407,8815,4.356510889292196,Supermarket,2,0,0,90292,0.4253596624323037,Snowy,4,4,31079
ATM_0014,2022-12-18,2022,12,December,18,50,4,Sunday,7,1,Afternoon,2,51228,13431,3.813877307921382,Standalone,1,0,0,67745,0.7561774864936676,Snowy,4,0,34641
ATM_0006,2023-10-12,2023,10,October,12,41,4,Thursday,4,0,Night,4,42921,15444,2.778957591453545,Standalone,1,0,0,101285,0.4237604407321841,Snowy,4,1,38167
ATM_0041,2022-09-26,2022,9,September,26,39,3,Monday,1,0,Afternoon,2,33833,6348,5.3288706882973695,Gas Station,5,0,0,104329,0.32428831592063645,Cloudy,3,4,22905
ATM_0001,2022-04-25,2022,4,April,25,17,2,Monday,1,0,Morning,1,82159,13169,6.238344722854974,Bank Branch,4,0,0,59497,1.3808699452082422,Snowy,4,4,83492
ATM_0036,2022-06-01,2022,6,June,1,22,2,Wednesday,3,0,Night,4,52796,6037,8.743954951970851,Bank Branch,4,0,0,97705,0.5403557611610341,Snowy,4,0,36847
ATM_0023,2022-08-04,2022,8,August,4,31,3,Thursday,4,0,Afternoon,2,57574,14328,4.018005443506176,Mall,3,0,0,75994,0.7576024738469637,Cloudy,3,4,40705
ATM_0048,2022-06-08,2022,6,June,8,23,2,Wednesday,3,0,Afternoon,2,44982,18827,2.3891013384321225,Bank Branch,4,0,1,108099,0.41611470860314526,Rainy,2,3,42815
ATM_0002,2022-07-03,2022,7,July,3,26,3,Sunday,7,1,Evening,3,81832,15162,5.396821209523181,Gas Station,5,0,0,69612,1.1755275595075632,Rainy,2,2,63791
ATM_0011,2023-12-20,2023,12,December,20,51,4,Wednesday,3,0,Morning,1,42736,12219,3.49721767594108,Gas Station,5,0,0,115492,0.3700310841349692,Cloudy,3,1,35587
ATM_0013,2023-04-17,2023,4,April,17,16,2,Monday,1,0,Evening,3,1380,4878,0.2828448452551752,Standalone,1,0,0,94948,0.01453411831614867,Rainy,2,1,0
ATM_0002,2023-11-07,2023,11,November,7,45,4,Tuesday,2,0,Afternoon,2,31283,7799,4.010641025641026,Gas Station,5,0,0,102614,0.30485796423524825,Clear,1,2,23373
ATM_0023,2023-10-19,2023,10,October,19,42,4,Thursday,4,0,Night,4,67447,10051,6.709808993235177,Supermarket,2,0,0,80369,0.8392061714570114,Clear,1,0,47607
ATM_0017,2022-07-02,2022,7,July,2,26,3,Saturday,6,1,Evening,3,56931,10349,5.500579710144928,Mall,3,0,0,92293,0.6168439985264481,Cloudy,3,2,58803
ATM_0047,2022-11-18,2022,11,November,18,46,4,Friday,5,0,Night,4,73790,3810,19.362372080818684,Supermarket,2,0,1,142660,0.5172401707544458,Clear,1,3,91179
ATM_0037,2022-07-14,2022,7,July,14,28,3,Thursday,4,0,Evening,3,20718,11404,1.8165716790881192,Mall,3,0,0,87546,0.23665002798496806,Clear,1,4,9643
ATM_0035,2023-12-05,2023,12,December,5,49,4,Tuesday,2,0,Afternoon,2,41159,14248,2.8885535827075586,Standalone,1,0,0,107140,0.38415732539364017,Snowy,4,4,29906
ATM_0021,2023-11-11,2023,11,November,11,45,4,Saturday,6,1,Morning,1,39606,14064,2.815926057589762,Standalone,1,0,0,112592,0.35176254296448267,Cloudy,3,2,27873
ATM_0026,2023-12-15,2023,12,December,15,50,4,Friday,5,0,Evening,3,61209,13051,4.689626110940852,Supermarket,2,0,0,99581,0.61465927577273,Cloudy,3,5,46483
ATM_0025,2023-11-25,2023,11,November,25,47,4,Saturday,6,1,Afternoon,2,51759,12735,4.063991834170854,Supermarket,2,0,0,95956,0.5393978552893484,Cloudy,3,4,50080
ATM_0001,2022-11-08,2022,11,November,8,45,4,Tuesday,2,0,Evening,3,62381,14067,4.43424793858402,Bank Branch,4,0,0,126109,0.49465545951946716,Snowy,4,3,44558
ATM_0029,2023-03-29,2023,3,March,29,13,1,Wednesday,3,0,Afternoon,2,50315,11620,4.329661819120558,Supermarket,2,0,0,97397,0.5165917164623504,Rainy,2,5,50242
ATM_0006,2022-10-18,2022,10,October,18,42,4,Tuesday,2,0,Evening,3,37726,20461,1.843710292249047,Mall,3,0,0,79879,0.47228342513770655,Rainy,2,5,22401
ATM_0020,2022-08-19,2022,8,August,19,33,3,Friday,5,0,Afternoon,2,31787,13120,2.422604984376191,Bank Branch,4,0,0,112566,0.2823829363845532,Rainy,2,3,16785
ATM_0040,2022-03-16,2022,3,March,16,11,1,Wednesday,3,0,Night,4,51137,6614,7.730461073318216,Gas Station,5,0,0,119502,0.4279139435830063,Rainy,2,5,44393
ATM_0045,2023-01-29,2023,1,January,29,4,1,Sunday,7,1,Night,4,47794,12064,3.9613758806464983,Gas Station,5,0,0,88725,0.5386696120641075,Clear,1,0,43412
ATM_0050,2023-03-12,2023,3,March,12,10,1,Sunday,7,1,Afternoon,2,53674,7465,7.189124028931155,Bank Branch,4,0,0,90579,0.5925590638109958,Cloudy,3,0,37345
ATM_0036,2022-09-13,2022,9,September,13,37,3,Tuesday,2,0,Morning,1,53480,2759,19.3768115942029,Gas Station,5,0,0,71850,0.7443181027403933,Cloudy,3,5,57485
ATM_0034,2023-07-27,2023,7,July,27,30,3,Thursday,4,0,Evening,3,39223,8932,4.390798164110601,Gas Station,5,0,0,106218,0.36926538566546474,Cloudy,3,4,29520
ATM_0029,2022-06-12,2022,6,June,12,23,2,Sunday,7,1,Night,4,72130,9904,7.282180716809692,Gas Station,5,0,0,79949,0.9021888680425266,Rainy,2,5,50758
ATM_0018,2023-06-18,2023,6,June,18,24,2,Sunday,7,1,Night,4,54840,5863,9.351978171896317,Bank Branch,4,0,0,110386,0.49679763015572487,Clear,1,5,60947
ATM_0019,2022-08-29,2022,8,August,29,35,3,Monday,1,0,Evening,3,72991,13450,5.426436696156419,Standalone,1,0,0,91975,0.7935874575976342,Clear,1,1,51718
ATM_0010,2022-08-25,2022,8,August,25,34,3,Thursday,4,0,Night,4,53361,10062,5.302693033886515,Bank Branch,4,0,0,101953,0.5233830943366616,Clear,1,3,55715
ATM_0027,2022-12-05,2022,12,December,5,49,4,Monday,1,0,Night,4,38404,17255,2.225544738062123,Gas Station,5,0,0,119185,0.3222190525732888,Cloudy,3,3,23663
ATM_0050,2023-08-22,2023,8,August,22,34,3,Tuesday,2,0,Morning,1,63084,10916,5.778510579829623,Supermarket,2,0,0,143796,0.4387017809829134,Clear,1,2,50981
ATM_0020,2023-02-04,2023,2,February,4,5,1,Saturday,6,1,Night,4,37875,0,37875.0,Supermarket,2,0,0,89484,0.4232552941833827,Rainy,2,3,39142
ATM_0015,2022-10-07,2022,10,October,7,40,4,Friday,5,0,Night,4,55126,19380,2.8443320778081627,Gas Station,5,0,0,119008,0.46320866489089063,Snowy,4,5,47933
ATM_0044,2023-02-19,2023,2,February,19,7,1,Sunday,7,1,Afternoon,2,41346,3398,12.164165931156223,Gas Station,5,0,1,136629,0.30261289614286757,Clear,1,3,52332
ATM_0038,2023-08-01,2023,8,August,1,31,3,Tuesday,2,0,Morning,1,67691,7654,8.842717178314826,Mall,3,0,0,65737,1.0297088441997018,Rainy,2,3,73364
ATM_0012,2022-02-21,2022,2,February,21,8,1,Monday,1,0,Evening,3,70308,9427,7.4573610521849805,Gas Station,5,0,0,124756,0.5635595597842206,Cloudy,3,2,61910
ATM_0022,2023-01-24,2023,1,January,24,4,1,Tuesday,2,0,Evening,3,50078,10234,4.892818759159746,Gas Station,5,1,0,90998,0.5503137397114254,Clear,1,3,48309
ATM_0002,2023-07-07,2023,7,July,7,27,3,Friday,5,0,Morning,1,59342,10601,5.5972458026787395,Standalone,1,0,0,110288,0.5380590992755397,Clear,1,5,44039
ATM_0003,2022-02-01,2022,2,February,1,5,1,Tuesday,2,0,Afternoon,2,26988,16388,1.646714259564342,Bank Branch,4,0,0,106646,0.2530591577822161,Rainy,2,1,12684
ATM_0009,2023-04-30,2023,4,April,30,17,2,Sunday,7,1,Morning,1,38772,15896,2.4389507454236647,Supermarket,2,0,1,101350,0.38255172617931743,Cloudy,3,5,34170
ATM_0017,2023-01-13,2023,1,January,13,2,1,Friday,5,0,Afternoon,2,46265,14857,3.1138107416879794,Supermarket,2,0,0,112907,0.4097583873596202,Clear,1,1,41031
ATM_0020,2022-04-21,2022,4,April,21,16,2,Thursday,4,0,Morning,1,70529,15292,4.6118485581638655,Standalone,1,0,0,64825,1.0879739610650048,Cloudy,3,3,56498
ATM_0046,2022-07-23,2022,7,July,23,29,3,Saturday,6,1,Morning,1,45958,13587,3.3822490432734766,Supermarket,2,0,0,130047,0.353392593503937,Rainy,2,0,33036
ATM_0045,2022-11-05,2022,11,November,5,44,4,Saturday,6,1,Morning,1,51111,1483,34.44137466307278,Supermarket,2,0,0,98889,0.5168470017190818,Snowy,4,4,48807
ATM_0028,2023-11-09,2023,11,November,9,45,4,Thursday,4,0,Evening,3,18988,9554,1.9872318158032445,Mall,3,0,0,73910,0.256903573216436,Snowy,4,0,10373
ATM_0027,2023-05-17,2023,5,May,17,20,2,Wednesday,3,0,Morning,1,60045,11832,5.074368292064565,Gas Station,5,0,1,81202,0.7394431240225114,Cloudy,3,5,51443
ATM_0010,2023-03-22,2023,3,March,22,12,1,Wednesday,3,0,Afternoon,2,49059,14775,3.320181375203032,Supermarket,2,0,1,80285,0.6110529855765637,Snowy,4,4,42331
ATM_0035,2023-05-11,2023,5,May,11,19,2,Thursday,4,0,Night,4,57560,7348,7.832358143965165,Gas Station,5,0,0,84142,0.6840735414710671,Snowy,4,2,46123
ATM_0016,2022-03-30,2022,3,March,30,13,1,Wednesday,3,0,Evening,3,48394,4823,10.031923714759536,Gas Station,5,0,0,88927,0.5441930550557754,Cloudy,3,4,44383
ATM_0040,2023-11-16,2023,11,November,16,46,4,Thursday,4,0,Night,4,32031,6501,4.926330359889265,Standalone,1,0,0,104279,0.30716340621403915,Snowy,4,1,30573
ATM_0032,2022-08-06,2022,8,August,6,31,3,Saturday,6,1,Evening,3,48315,8895,5.43109262589928,Standalone,1,0,0,112283,0.4302928288981511,Snowy,4,4,36839
ATM_0001,2023-06-14,2023,6,June,14,24,2,Wednesday,3,0,Afternoon,2,61362,8624,7.114434782608695,Mall,3,0,0,53961,1.1371335384159222,Cloudy,3,3,58361
ATM_0036,2022-09-04,2022,9,September,4,35,3,Sunday,7,1,Night,4,74674,8754,8.529297544260423,Gas Station,5,0,0,111531,0.6695298210379084,Clear,1,0,68316
ATM_0019,2022-08-15,2022,8,August,15,33,3,Monday,1,0,Night,4,54668,9360,5.839974361713492,Bank Branch,4,0,0,80889,0.6758313759426382,Snowy,4,3,49566
ATM_0036,2023-06-28,2023,6,June,28,26,2,Wednesday,3,0,Evening,3,38654,2888,13.379716164762893,Gas Station,5,0,1,87068,0.44394675487257235,Snowy,4,2,37044
ATM_0045,2023-04-10,2023,4,April,10,15,2,Monday,1,0,Evening,3,33776,18435,1.8320676936428726,Standalone,1,0,0,117632,0.2871303120722926,Clear,1,5,23870
ATM_0013,2022-11-20,2022,11,November,20,46,4,Sunday,7,1,Morning,1,51160,5693,8.984896382156656,Supermarket,2,0,1,130462,0.3921418333167258,Rainy,2,1,53551
ATM_0014,2023-05-11,2023,5,May,11,19,2,Thursday,4,0,Evening,3,58083,5621,10.33137673425827,Supermarket,2,0,1,72344,0.8028612896537425,Snowy,4,0,64058
ATM_0013,2022-10-31,2022,10,October,31,44,4,Monday,1,0,Afternoon,2,29021,12814,2.2646117830667185,Standalone,1,0,0,86987,0.33362072929599484,Clear,1,5,17148
ATM_0035,2022-05-10,2022,5,May,10,19,2,Tuesday,2,0,Evening,3,42693,10242,4.168017182466074,Mall,3,0,1,83380,0.5120231227737734,Snowy,4,5,38011
ATM_0009,2023-10-16,2023,10,October,16,42,4,Monday,1,0,Night,4,46415,5462,8.496247483067911,Mall,3,0,0,88464,0.5246707737523314,Snowy,4,3,35747
ATM_0031,2023-03-28,2023,3,March,28,13,1,Tuesday,2,0,Evening,3,61330,10496,5.842621701438507,Bank Branch,4,0,1,115027,0.5331745314184373,Snowy,4,3,63369
ATM_0008,2022-03-08,2022,3,March,8,10,1,Tuesday,2,0,Night,4,40060,12852,3.1167820742239165,Gas Station,5,0,0,84734,0.4727680415412757,Clear,1,1,32198
ATM_0010,2023-07-31,2023,7,July,31,31,3,Monday,1,0,Evening,3,22926,11298,2.0290291176210284,Mall,3,0,1,81913,0.27987889738017924,Clear,1,4,19055
ATM_0049,2023-03-03,2023,3,March,3,9,1,Friday,5,0,Afternoon,2,49008,3944,12.422813688212928,Supermarket,2,0,0,86963,0.563543535255968,Cloudy,3,2,43567
ATM_0038,2023-03-16,2023,3,March,16,11,1,Thursday,4,0,Evening,3,50710,15031,3.373469930814263,Supermarket,2,0,0,88462,0.573234007438138,Clear,1,1,33095
ATM_0041,2022-08-05,2022,8,August,5,31,3,Friday,5,0,Evening,3,57947,17207,3.3674453742445376,Mall,3,0,0,50567,1.145922322417339,Rainy,2,4,37843
ATM_0005,2022-06-10,2022,6,June,10,23,2,Friday,5,0,Morning,1,38046,11855,3.209008097165992,Gas Station,5,0,0,87920,0.4327293820588938,Cloudy,3,2,37715
ATM_0003,2022-08-26,2022,8,August,26,34,3,Friday,5,0,Evening,3,51298,9221,5.562567772717415,Standalone,1,0,0,123355,0.41585330263627224,Cloudy,3,0,35629
ATM_0044,2022-08-28,2022,8,August,28,34,3,Sunday,7,1,Evening,3,53816,7561,7.116635810632108,Supermarket,2,0,0,91348,0.5891252230456819,Rainy,2,3,39728
ATM_0008,2023-07-12,2023,7,July,12,28,3,Wednesday,3,0,Afternoon,2,54346,20377,2.6668956718029246,Bank Branch,4,0,1,117422,0.46282244534716366,Rainy,2,0,40499
ATM_0004,2022-06-19,2022,6,June,19,24,2,Sunday,7,1,Evening,3,45109,0,45109.0,Supermarket,2,0,0,79838,0.5649995616177558,Snowy,4,3,44435
ATM_0008,2023-04-25,2023,4,April,25,17,2,Tuesday,2,0,Evening,3,50276,18382,2.734918130881793,Gas Station,5,0,1,106538,0.47190230807497724,Cloudy,3,3,40754
ATM_0006,2023-09-05,2023,9,September,5,36,3,Tuesday,2,0,Morning,1,46713,11178,4.178638518651042,Gas Station,5,0,0,115417,0.4047288984387184,Snowy,4,0,28712
ATM_0006,2022-08-23,2022,8,August,23,34,3,Tuesday,2,0,Morning,1,27821,15718,1.769896303836122,Standalone,1,0,0,106769,0.2605694483469139,Rainy,2,3,17105
ATM_0034,2023-10-30,2023,10,October,30,44,4,Monday,1,0,Night,4,43770,10909,4.011915673693859,Standalone,1,0,0,104964,0.41699614157099985,Cloudy,3,5,30516
ATM_0032,2022-04-04,2022,4,April,4,14,2,Monday,1,0,Night,4,62455,5719,10.918706293706293,Standalone,1,0,0,101431,0.6157327076267844,Snowy,4,5,63645
ATM_0007,2022-06-14,2022,6,June,14,24,2,Tuesday,2,0,Evening,3,42835,15187,2.820318672636292,Gas Station,5,0,0,89799,0.4770044543429844,Snowy,4,5,22142
ATM_0026,2023-07-18,2023,7,July,18,29,3,Tuesday,2,0,Morning,1,45951,5106,8.997650283924026,Gas Station,5,0,0,91114,0.5043187181034956,Snowy,4,2,36577
ATM_0008,2023-02-18,2023,2,February,18,7,1,Saturday,6,1,Morning,1,55659,14348,3.8789462680326157,Supermarket,2,0,0,127112,0.4378702414387199,Clear,1,1,48909
ATM_0034,2023-01-06,2023,1,January,6,1,1,Friday,5,0,Night,4,38393,3776,10.164945724119672,Gas Station,5,0,0,64425,0.5959240058361531,Rainy,2,2,34133
ATM_0036,2022-05-15,2022,5,May,15,19,2,Sunday,7,1,Evening,3,72440,11399,6.3543859649122805,Gas Station,5,0,0,77490,0.9348182369565498,Cloudy,3,0,63426
ATM_0002,2023-10-08,2023,10,October,8,40,4,Sunday,7,1,Afternoon,2,51640,13628,3.788979382199721,Bank Branch,4,0,0,109620,0.4710776219884876,Clear,1,4,48067
ATM_0027,2022-04-06,2022,4,April,6,14,2,Wednesday,3,0,Afternoon,2,53358,19410,2.748853742723198,Mall,3,0,0,126908,0.42044299458667234,Clear,1,5,34886
ATM_0010,2023-05-26,2023,5,May,26,21,2,Friday,5,0,Evening,3,35155,9371,3.7510670081092616,Supermarket,2,0,0,101114,0.34767344113138504,Cloudy,3,3,29883
ATM_0031,2022-09-07,2022,9,September,7,36,3,Wednesday,3,0,Night,4,66412,9209,7.21085776330076,Supermarket,2,0,0,91462,0.7261078250221401,Rainy,2,4,69831
ATM_0033,2022-05-20,2022,5,May,20,20,2,Friday,5,0,Morning,1,34818,1725,20.172653534183084,Standalone,1,0,0,116463,0.2989593350734991,Cloudy,3,2,31516
ATM_0033,2022-10-01,2022,10,October,1,39,4,Saturday,6,1,Morning,1,51099,8321,6.140230713770729,Standalone,1,0,0,133380,0.3831055397695324,Cloudy,3,1,39427
ATM_0029,2023-07-06,2023,7,July,6,27,3,Thursday,4,0,Night,4,46313,8636,5.362162788005095,Standalone,1,0,0,46062,1.0054273494995984,Cloudy,3,3,48115
ATM_0021,2022-07-13,2022,7,July,13,28,3,Wednesday,3,0,Afternoon,2,49185,19244,2.5557287607170696,Supermarket,2,0,0,122531,0.4014053471746156,Cloudy,3,0,23599
ATM_0021,2023-04-30,2023,4,April,30,17,2,Sunday,7,1,Night,4,45966,4467,10.287824529991047,Gas Station,5,0,1,151467,0.3034700398764095,Rainy,2,3,41097
ATM_0003,2022-05-10,2022,5,May,10,19,2,Tuesday,2,0,Evening,3,50888,10990,4.629969975434446,Mall,3,0,0,97112,0.5240081142586471,Cloudy,3,0,38343
ATM_0034,2023-04-13,2023,4,April,13,15,2,Thursday,4,0,Morning,1,49508,7282,6.797748180694769,Bank Branch,4,0,0,85743,0.5773931703676058,Rainy,2,0,49672
ATM_0031,2022-09-29,2022,9,September,29,39,3,Thursday,4,0,Evening,3,51596,0,51596.0,Supermarket,2,0,0,121830,0.4235046909243132,Clear,1,2,49547
ATM_0044,2023-07-01,2023,7,July,1,26,3,Saturday,6,1,Night,4,44859,8142,5.508903352572762,Standalone,1,0,0,71849,0.6243423799582464,Cloudy,3,4,41707
